food_name,food_category,food_type,food_origin,food_price,food_expiration_date,food_nutrition_facts,food_allergens,food_ingredients,food_brand,food_image,food_serving_size,food_calories,food_protein,food_fat,food_carbohydrates,food_sugar,food_fiber,food_vitamin_a,food_vitamin_c,food_calcium,food_iron,food_potassium,food_sodium,food_cholesterol,food_gluten_free,food_vegan,food_halal,food_kosher,food_gmo_free,food_organic
Plate Pie Foil,fruit,conventional,Philippines,25.66,10/12/2022,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,soy,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",http://dummyimage.com/206x100.png/5fa2dd/ffffff,http://dummyimage.com/189x100.png/cc0000/ffffff,66.2,311,60.5,24.1,11.6,27.5,43.3,99.9,42.5,22.3,96.6,10.0,622,81.4,True,True,False,False,False,True
"Pasta - Bauletti, Chicken White",fruit,organic,Sweden,84.61,9/22/2023,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,peanuts,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",http://dummyimage.com/129x100.png/dddddd/000000,http://dummyimage.com/207x100.png/dddddd/000000,84.8,395,50.4,66.9,33.2,65.8,71.5,77.2,10.6,49.0,57.0,93.4,283,91.5,True,False,True,False,True,True
Puff Pastry - Slab,meat,organic,China,46.22,10/15/2022,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",peanuts,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",http://dummyimage.com/174x100.png/dddddd/000000,http://dummyimage.com/240x100.png/cc0000/ffffff,85.9,507,99.3,41.8,89.4,85.9,30.7,31.7,19.0,92.7,47.9,70.4,664,46.6,True,True,False,False,False,True
Anchovy Paste - 56 G Tube,fruit,conventional,Norway,72.4,4/21/2023,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",wheat,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",http://dummyimage.com/174x100.png/cc0000/ffffff,http://dummyimage.com/186x100.png/5fa2dd/ffffff,60.2,481,58.8,62.6,33.8,74.1,87.9,27.4,2.8,60.1,43.8,24.8,17,16.5,False,False,True,True,True,False
Wine - German Riesling,vegetable,organic,France,56.18,10/28/2022,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",eggs,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",http://dummyimage.com/240x100.png/cc0000/ffffff,http://dummyimage.com/114x100.png/5fa2dd/ffffff,14.1,440,96.5,47.2,68.0,32.4,1.1,27.3,52.9,39.3,95.2,32.9,319,82.3,True,True,True,False,False,True
Pastry - Banana Muffin - Mini,vegetable,conventional,Indonesia,82.52,2/2/2022,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",tree nuts,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",http://dummyimage.com/222x100.png/ff4444/ffffff,http://dummyimage.com/241x100.png/5fa2dd/ffffff,83.1,631,63.1,48.9,92.3,18.7,32.8,5.8,77.6,58.9,35.5,68.0,48,33.2,True,True,False,True,False,False
Fennel - Seeds,dairy,conventional,Brazil,25.4,7/18/2023,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",eggs,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",http://dummyimage.com/178x100.png/ff4444/ffffff,http://dummyimage.com/103x100.png/ff4444/ffffff,24.9,79,89.6,37.4,32.5,73.6,72.6,70.6,27.7,27.3,19.4,27.8,212,9.0,True,True,False,False,True,False
"Basil - Dry, Rubbed",meat,conventional,Bulgaria,88.27,11/1/2023,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",eggs,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",http://dummyimage.com/195x100.png/dddddd/000000,http://dummyimage.com/143x100.png/5fa2dd/ffffff,6.8,861,41.4,98.6,60.4,2.5,63.0,9.0,83.0,64.8,4.5,39.2,851,70.2,True,True,False,True,True,False
"Corn - Cream, Canned",fruit,conventional,Japan,32.67,5/23/2023,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",fish,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",http://dummyimage.com/235x100.png/ff4444/ffffff,http://dummyimage.com/144x100.png/dddddd/000000,73.3,214,51.3,88.8,52.2,83.4,93.8,61.9,90.3,49.3,62.6,34.2,621,71.3,False,True,True,True,False,False
"Pepper - Julienne, Frozen",grain,conventional,Iceland,55.32,2/2/2023,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",eggs,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",http://dummyimage.com/127x100.png/5fa2dd/ffffff,http://dummyimage.com/132x100.png/dddddd/000000,93.3,297,45.1,15.2,13.4,75.3,88.8,23.3,92.4,14.4,31.4,95.7,604,71.4,False,True,False,True,True,False
Piping - Bags Quizna,grain,organic,Latvia,98.99,7/6/2023,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",fish,Fusce consequat. Nulla nisl. Nunc nisl.,http://dummyimage.com/240x100.png/ff4444/ffffff,http://dummyimage.com/115x100.png/ff4444/ffffff,55.3,827,24.8,26.6,19.6,24.3,5.8,16.8,82.4,70.6,15.0,71.9,407,53.2,False,True,False,True,True,False
Tamarillo,dairy,conventional,Poland,84.77,1/31/2023,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",wheat,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",http://dummyimage.com/193x100.png/ff4444/ffffff,http://dummyimage.com/170x100.png/cc0000/ffffff,91.1,538,40.7,67.8,43.5,9.0,35.2,92.2,80.7,13.9,47.7,4.7,406,5.2,True,False,False,False,False,False
Bread - Burger,fruit,conventional,Albania,47.7,3/27/2022,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",wheat,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,http://dummyimage.com/205x100.png/dddddd/000000,http://dummyimage.com/190x100.png/5fa2dd/ffffff,68.1,668,71.6,71.6,70.5,78.4,16.1,73.4,60.5,54.7,30.9,10.5,181,85.7,True,False,True,True,True,False
Soup - French Onion,vegetable,organic,France,93.69,12/6/2023,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",tree nuts,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",http://dummyimage.com/237x100.png/cc0000/ffffff,http://dummyimage.com/147x100.png/cc0000/ffffff,51.4,373,87.5,56.1,41.4,49.2,85.4,39.7,91.4,72.9,50.2,52.0,394,98.0,True,False,False,False,True,True
Island Oasis - Peach Daiquiri,meat,organic,Armenia,2.26,12/24/2023,Phasellus in felis. Donec semper sapien a libero. Nam dui.,wheat,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",http://dummyimage.com/195x100.png/dddddd/000000,http://dummyimage.com/181x100.png/5fa2dd/ffffff,30.6,536,0.8,94.9,7.0,81.4,8.6,18.4,93.3,23.9,16.7,52.1,278,61.9,False,True,True,False,False,True
Soup - Base Broth Chix,dairy,organic,Moldova,76.6,2/23/2023,In congue. Etiam justo. Etiam pretium iaculis justo.,tree nuts,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",http://dummyimage.com/211x100.png/cc0000/ffffff,http://dummyimage.com/159x100.png/dddddd/000000,55.6,23,10.2,45.1,96.9,91.7,99.2,52.6,80.6,14.8,46.3,5.5,50,24.1,False,False,False,False,False,True
Milk - Homo,dairy,conventional,Indonesia,13.41,5/17/2022,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,fish,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",http://dummyimage.com/169x100.png/dddddd/000000,http://dummyimage.com/170x100.png/5fa2dd/ffffff,1.7,161,52.1,90.8,18.1,89.5,84.3,81.1,46.2,82.3,85.8,4.0,580,63.3,True,False,True,True,True,False
Shrimp - Prawn,dairy,organic,Ukraine,16.53,9/4/2022,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",shellfish,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",http://dummyimage.com/110x100.png/ff4444/ffffff,http://dummyimage.com/129x100.png/dddddd/000000,59.7,180,64.9,90.4,9.9,58.0,70.0,89.6,89.0,3.3,96.0,90.6,964,17.9,False,True,True,False,True,False
Chocolate Bar - Smarties,fruit,organic,China,53.29,2/26/2022,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",eggs,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",http://dummyimage.com/156x100.png/cc0000/ffffff,http://dummyimage.com/120x100.png/cc0000/ffffff,21.4,611,65.9,31.6,20.6,76.6,23.2,93.0,54.1,41.5,0.5,67.8,698,85.8,True,False,False,True,True,True
Chef Hat 20cm,fruit,organic,Indonesia,7.44,9/7/2023,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",fish,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",http://dummyimage.com/116x100.png/ff4444/ffffff,http://dummyimage.com/199x100.png/ff4444/ffffff,41.4,229,29.6,31.0,47.3,3.5,99.5,50.9,12.4,51.0,13.2,88.1,649,28.8,True,True,True,True,False,False
Coffee Swiss Choc Almond,grain,conventional,Philippines,40.56,1/6/2022,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",shellfish,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",http://dummyimage.com/175x100.png/5fa2dd/ffffff,http://dummyimage.com/236x100.png/cc0000/ffffff,90.3,359,8.9,57.8,17.1,42.8,63.5,92.1,73.2,82.8,81.9,64.5,482,91.7,False,False,False,True,True,False
Chinese Foods - Plain Fried Rice,dairy,conventional,Guatemala,90.28,8/5/2022,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",peanuts,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",http://dummyimage.com/149x100.png/5fa2dd/ffffff,http://dummyimage.com/144x100.png/5fa2dd/ffffff,38.3,895,47.2,29.4,99.4,71.9,5.8,76.1,55.9,5.9,16.2,24.8,759,85.2,True,False,True,False,True,True
Potato - Sweet,meat,conventional,Dominican Republic,20.4,10/19/2022,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",fish,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,http://dummyimage.com/166x100.png/dddddd/000000,http://dummyimage.com/166x100.png/5fa2dd/ffffff,43.6,511,45.4,13.3,36.9,64.6,26.6,80.0,36.3,63.7,61.7,51.6,755,36.6,True,False,False,False,True,False
Soup - Campbells,fruit,organic,United States,94.67,7/17/2022,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",wheat,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",http://dummyimage.com/133x100.png/cc0000/ffffff,http://dummyimage.com/115x100.png/dddddd/000000,25.2,598,4.5,3.4,80.7,15.5,24.9,79.9,42.2,83.9,27.0,35.0,797,13.3,False,False,False,False,True,True
Muffin Mix - Raisin Bran,meat,organic,Thailand,50.27,5/11/2023,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",wheat,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",http://dummyimage.com/125x100.png/cc0000/ffffff,http://dummyimage.com/231x100.png/ff4444/ffffff,13.7,999,81.3,26.6,96.6,34.9,18.1,21.0,95.7,1.5,65.4,2.0,914,72.5,False,True,True,False,True,True
Lettuce - Lambs Mash,dairy,conventional,Bosnia and Herzegovina,61.23,4/5/2023,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",tree nuts,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",http://dummyimage.com/188x100.png/ff4444/ffffff,http://dummyimage.com/225x100.png/5fa2dd/ffffff,41.9,773,63.1,0.9,28.3,19.3,5.2,3.1,91.2,60.0,16.9,51.5,359,56.4,True,False,True,True,False,True
Wine - Ruffino Chianti Classico,meat,conventional,Peru,84.32,10/26/2023,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,soy,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,http://dummyimage.com/200x100.png/5fa2dd/ffffff,http://dummyimage.com/108x100.png/dddddd/000000,99.8,910,12.1,33.7,5.6,50.8,75.7,53.8,68.3,76.4,36.9,29.6,567,96.1,False,False,False,False,True,False
"Beans - Black Bean, Canned",fruit,organic,Macedonia,34.74,3/7/2022,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",milk,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",http://dummyimage.com/129x100.png/cc0000/ffffff,http://dummyimage.com/250x100.png/5fa2dd/ffffff,2.6,693,1.3,88.5,52.2,14.9,79.6,63.9,20.0,73.0,57.8,14.6,940,66.0,True,True,True,True,True,True
Wine - Pinot Grigio Collavini,dairy,conventional,Indonesia,76.02,3/15/2023,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",shellfish,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",http://dummyimage.com/222x100.png/dddddd/000000,http://dummyimage.com/242x100.png/cc0000/ffffff,12.3,677,13.9,3.5,46.1,43.8,77.2,24.3,26.4,33.9,88.9,59.1,70,30.3,True,True,True,False,True,True
Muffin Batt - Choc Chk,vegetable,conventional,Portugal,26.29,3/26/2023,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",eggs,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",http://dummyimage.com/143x100.png/cc0000/ffffff,http://dummyimage.com/157x100.png/cc0000/ffffff,35.9,60,10.7,40.3,27.6,92.1,83.3,54.9,33.1,96.1,25.5,67.6,151,90.8,False,True,True,True,True,True
"Halibut - Whole, Fresh",fruit,organic,Russia,96.51,9/30/2022,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",wheat,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",http://dummyimage.com/209x100.png/dddddd/000000,http://dummyimage.com/197x100.png/5fa2dd/ffffff,13.6,320,22.5,12.9,35.6,49.1,0.1,35.9,96.9,82.7,2.0,64.8,196,32.3,False,False,True,True,False,True
Red Currants,vegetable,organic,Thailand,88.95,6/24/2022,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",milk,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",http://dummyimage.com/148x100.png/5fa2dd/ffffff,http://dummyimage.com/138x100.png/ff4444/ffffff,21.1,272,95.6,55.0,2.3,68.1,68.8,10.3,84.9,33.4,66.2,94.4,557,18.2,False,False,False,False,True,False
Cheese - Brie Roitelet,meat,conventional,China,41.29,8/29/2022,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",wheat,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,http://dummyimage.com/197x100.png/5fa2dd/ffffff,http://dummyimage.com/224x100.png/ff4444/ffffff,97.2,365,65.4,79.2,25.3,31.7,91.1,83.0,32.0,98.5,0.2,34.5,297,82.0,True,False,True,False,True,False
Curry Paste - Madras,fruit,conventional,China,14.64,9/15/2023,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",peanuts,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",http://dummyimage.com/101x100.png/cc0000/ffffff,http://dummyimage.com/110x100.png/dddddd/000000,40.7,599,32.8,88.1,30.5,65.5,38.9,32.5,98.1,42.4,80.0,2.9,462,31.2,True,True,True,True,True,False
